job title,company name,location,salary,skills
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Bachelor's degree
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Machine learning
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Financial services
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Data collection
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Communication skills
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Banking
Global Services Senior Data Scientist Vice President,"JPMorgan Chase Bank, N.A.","Chicago, IL",null,Analytics
Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",Estimated: $123K - $156K a year,Bachelor of Science
Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",Estimated: $123K - $156K a year,Microsoft Office
Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",Estimated: $123K - $156K a year,Bachelor's degree
Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",Estimated: $123K - $156K a year,Data collection
Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",Estimated: $123K - $156K a year,10 years
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Wellness program
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Health insurance
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",401(k)
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Paid time off
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",401(k) matching
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Ab Initio
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Analysis skills
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Bachelor's degree
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Machine learning
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",AI
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",4 years
Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT","$113,900 - $188,000 a year",Communication skills
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Health insurance
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Dental insurance
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",401(k)
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Tuition reimbursement
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Paid time off
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Vision insurance
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",401(k) matching
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Life insurance
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Statistical software
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Biotechnology
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",MATLAB
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Doctoral degree
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",SAS
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Bachelor of Science
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",R
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Lean
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Java
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",SQL
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",AWS
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Six Sigma
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Analysis skills
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",C++
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",C
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Bachelor's degree
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Machine learning
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Doctor of Philosophy
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Distributed systems
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Perl
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Algorithm design
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Data analytics
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Manufacturing
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",AI
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Python
"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA","$102,200 - $146,000 a year",Under 1 year
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Paid holidays
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Health insurance
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",401(k)
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Paid time off
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Tableau
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Master's degree
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",SQL
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Scripting
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",SharePoint
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",Data collection
Senior Data Analyst,"Navales Enterprises, Inc.","San Antonio, TX","$85,056 a year",10 years
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Disability insurance
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Health insurance
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,401(k)
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Paid time off
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Vision insurance
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,401(k) matching
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Biology
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Biochemistry
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,11+ years
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Bachelor's degree
Associate Scientist Data Review - CMB,Eurofins USA BioPharma Services,"Lancaster, PA",Estimated: $38.2K - $48.4K a year,Organizational skills
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Paid time off
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Retirement plan
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Azure
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Management
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Doctoral degree
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",5 years
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",R
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Patent law
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Google Cloud Platform
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Master's degree
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",SQL
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",AWS
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Bachelor's degree
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Machine learning
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Doctor of Philosophy
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Product management
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",AI
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Communication skills
Senior Data Scientist,Biological Dynamics,"San Diego, CA","$160,000 - $200,000 a year",Python
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Health savings account
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",AD&D insurance
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Disability insurance
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Health insurance
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Dental insurance
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",401(k)
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Paid time off
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Employee assistance program
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Vision insurance
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",401(k) matching
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Opportunities for advancement
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Life insurance
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Retirement plan
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Power BI
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Data modeling
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Azure
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Business intelligence
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Computer Science
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Information Systems
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Google Cloud Platform
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Tableau
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Master's degree
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",SQL
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",AWS
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Database management
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Bachelor's degree
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",PostgreSQL
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",ETL
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Predictive analytics
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",4 years
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Communication skills
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Python
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",PowerShell
Senior Data Analyst,CarePoint Health,"Denver, CO","$90,000 - $120,000 a year",Analytics
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Data modeling
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Data mining
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Customer service
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Research
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",3 years
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Master's degree
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Analysis skills
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Bachelor's degree
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Machine learning
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Regression analysis
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Computer skills
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Data science
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",AI
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Communication skills
Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ","$92,456 - $138,673 a year",Time management
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Health insurance
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Tuition reimbursement
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Retirement plan
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Ontology
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Management
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Doctoral degree
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",5 years
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Big data
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Spark
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Apache Hive
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Taxonomy
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Master's degree
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",SQL
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Product development
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Doctor of Philosophy
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Product management
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Apache Pig
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Financial services
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",User research
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",AI
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Python
Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY","$161,500 - $275,000 a year",Analytics
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Disability insurance
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Health insurance
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Flexible spending account
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Paid time off
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Life insurance
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Retirement plan
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Azure
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Data mining
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Computer Science
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",5 years
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Big data
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Spark
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",NoSQL
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Apache Hive
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",SQL
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",AWS
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Bachelor's degree
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Machine learning
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Software development
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Unit testing
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",AI
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Python
Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI","$100,000 - $109,000 a year",Hadoop
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Disability insurance
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Health insurance
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Dental insurance
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",401(k)
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Paid time off
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Work from home
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Vision insurance
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",401(k) matching
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Life insurance
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",TensorFlow
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Statistics
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Doctoral degree
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",PyTorch
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Computer vision
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Research
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Master's degree
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Bachelor's degree
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Machine learning
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Deep learning
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Predictive analytics
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",Data collection
Senior Applied Scientist,Microsoft,"Redmond, WA","$112,000 - $218,400 a year",1 year
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Disability insurance
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Health insurance
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Dental insurance
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Tuition reimbursement
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Vision insurance
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Life insurance
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Retirement plan
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,7 years
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Machine learning
Data Scientist (Senior),Nyla Technology Solutions,"Reston, VA",Estimated: $141K - $179K a year,Data science
Cloud Optimization Data Scientist,Verizon,"Irving, TX",Estimated: $139K - $176K a year,CI/CD
Cloud Optimization Data Scientist,Verizon,"Irving, TX",Estimated: $139K - $176K a year,Computer science
Cloud Optimization Data Scientist,Verizon,"Irving, TX",Estimated: $139K - $176K a year,Cloud infrastructure
Cloud Optimization Data Scientist,Verizon,"Irving, TX",Estimated: $139K - $176K a year,Oracle
