job title,salary,Min Salary,Max Salary,skills
Identity and Access Management Architect,0,0,0,"['PKI', 'Communication skills', 'Identity & access management', 'Agile', 'Root cause analysis', 'Master of Fine Arts', ""Bachelor's degree"", ""Associate's degree"", ""Master's degree""]"
Info Security Analyst,0,0,0,"['Splunk', 'Analysis skills', 'IaaS', 'Log analysis', 'PaaS', ""Bachelor's degree"", ""Master's degree""]"
"InfoSec Analyst, Payment Security and Governance (CISP)",0,0,0,"['Information security', 'PCI', 'Communication skills', 'Asset management']"
Information Assurance Engineer with TS/SCI,0,0,0,"['Information management', 'VMWare', 'Mac OS', 'UNIX', 'Linux', ""Bachelor's degree"", 'High school diploma or GED', ""Associate's degree"", ""Master's degree""]"
Information Assurance Specialist,0,0,0,"['Analysis skills', 'Vulnerability management', 'Operating systems', 'Windows', 'Vulnerability assessment', ""Bachelor's degree""]"
Security Analyst,0,0,0,"['CISSP', 'Certified Information Systems Auditor', 'Writing skills', 'Malware analysis', 'Information security', ""Bachelor's degree""]"
Security Analyst,0,0,0,"['DNS', 'SSL', 'Microsoft Excel', 'Windows', 'Microsoft Powerpoint', ""Associate's degree""]"
Security Analyst,0,0,0,"['Microsoft Access', 'Information security', 'Microsoft Excel', ""Driver's License"", 'Vulnerability assessment']"
"Information Security Principle, HGB-Remote",0,0,0,"['Certified Information Systems Auditor', 'Analysis skills', 'HCISPP', 'Information security', 'CCSP', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]"
Information Security Threat Hunter III,0,0,0,"['Host/hostess experience', 'Project management', 'Information security', 'GCIH', 'Log analysis', ""Bachelor's degree""]"
Information Security – Technology & Operations Summer Analyst,0,0,0,"['Information security', 'SQL', 'Microsoft Excel', 'Windows', 'Microsoft Powerpoint', ""Bachelor's degree"", ""Master's degree""]"
Cybersecurity Engineer,0,0,0,"['CCNA Security', 'IaaS', 'GCFE', 'Azure', 'IDS', ""Bachelor's degree""]"
Information Systems Security Officer,0,0,0,"['Analysis skills', 'Research', 'High school diploma or GED', ""Associate's degree""]"
Information Systems Security Officer,0,0,0,"['Vulnerability management', 'IAM Level I', 'Contracts', 'FISMA', 'CISSP', ""Bachelor's degree""]"
"Lead, Cyber Security Policy and Standards(virtual remote)",0,0,0,"['Certified Information Systems Auditor', 'Analysis skills', 'HCISPP', 'CCSP', 'CISSP', ""Bachelor's degree"", ""Master's degree""]"
"Manager, FS Technology Risk Operations and Controls (Remote Eligible)",0,0,0,"['Certified Information Systems Auditor', 'Analysis skills', 'Information security', 'Financial services', 'Banking', ""Bachelor's degree""]"
Mid level Security Engineer (100% remote),0,0,0,"['Analysis skills', 'Vulnerability management', 'IaaS', 'Information security', 'Azure', ""Bachelor's degree""]"
Cybersecurity Analyst,0,0,0,"['Intelligence experience', 'Cybersecurity']"
Mission Coordination Analyst,0,0,0,"['Customer service', 'Technical writing', 'Microsoft Excel', 'Microsoft Powerpoint', 'Cybersecurity', 'Bachelor of Science', ""Bachelor's degree""]"
Network Security Administrator,0,0,0,"['Communication skills', 'Network security', 'Juniper', 'VPN', 'Firewall', ""Bachelor's degree""]"
Oracle Technical Consultant Identity and Access Management Suite,0,0,0,"['Application development', 'Identity & access management', 'PeopleSoft', 'Oracle', 'Load balancing', ""Bachelor's degree"", 'Doctor of Law']"
Principal Analyst - Digital Compliance,0,0,0,"['Certified Information Systems Auditor', 'SOX', 'PCI', 'CISSP', 'Network security', ""Bachelor's degree"", ""Master's degree""]"
Principal Analyst - Digital Compliance (Remote),0,0,0,"['Certified Information Systems Auditor', 'Information security', 'SOX', 'PCI', 'CISSP', ""Bachelor's degree"", ""Master's degree""]"
Principal Architect -Application Security (REMOTE),0,0,0,"['Azure', 'SSL', 'Product management', 'ISO 27001', 'PCI']"
Principal Engineer -Product Security (REMOTE),0,0,0,"['SQL', 'PCI', 'DevOps', 'Agile', 'APIs']"
Principal Security Architect,0,0,0,"['Windows', 'PCI', 'TCP', 'TCP/IP', 'CISSP', ""Bachelor's degree""]"
Purchasing Supplier Development - Risk Analyst,0,0,0,"['Accounting', 'Analysis skills', 'Power BI', 'Manufacturing', 'Microsoft Excel', ""Bachelor's degree""]"
Security Architect,0,0,0,"['Warehouse experience', 'Vulnerability management', 'Manufacturing', 'Azure', 'PCI', ""Bachelor's degree""]"
Security Compliance Analyst,0,0,0,"['Information security', 'Microsoft Excel', 'Cybersecurity', 'Linux']"
Security Compliance Engineer,0,0,0,['Microsoft Excel']
Security Engineer,0,0,0,"['Splunk', 'Vulnerability management', 'FedRAMP', 'FISMA', 'CMMC', ""Bachelor's degree""]"
Security Operations Manager,0,0,0,"['Operating systems', 'Information security', 'SSL', 'Windows', 'Leadership', ""Bachelor's degree""]"
"Senior Analyst, Information Security & Risk",0,0,0,"['CSSLP', 'Kanban', 'CCSP', 'GSEC', 'Continuous improvement', ""Bachelor's degree""]"
Cybersecurity Analyst,0,0,0,['Communication skills']
Cybersecurity Engineer,0,0,0,"['SQL', 'IDS', 'UNIX', 'CISSP', 'CEH', ""Bachelor's degree""]"
Security Engineer,0,0,0,"['Information security', 'Jira', 'TFS', 'CISSP', 'Communication skills', 'Bachelor of Science', ""Bachelor's degree""]"
Information Systems Security Officer,0,0,0,"['CISSP', 'RMF', 'Analysis skills', 'Vulnerability assessment', 'FISMA', 'Bachelor of Science', ""Bachelor's degree"", ""Master's degree""]"
Senior Manager - Product Cybersecurity,0,0,0,"['SSCP', 'VoIP', 'GSEC', 'CISSP', 'CEH', ""Bachelor's degree"", ""Master's degree""]"
"Senior Manager, Technology and Cyber Risk Management",0,0,0,"['CISSP', 'Leadership', 'Certified Information Systems Auditor', 'SOX', 'COBIT', ""Bachelor's degree"", ""Master's degree""]"
Senior Risk & Compliance Analyst,0,0,0,"['Vendor management', 'PCI', 'HITRUST', 'HR sourcing', 'CISSP', ""Bachelor's degree"", ""Master's degree""]"
"Senior Software Engineer, Full Stack - Cyber (Remote - Eligible)",0,0,0,"['CSS', 'Azure', 'SQL', 'Node.js', 'NoSQL', ""Bachelor's degree""]"
Cloud Security Engineer,0,0,0,"['Natural language processing', 'C++', 'Leadership', 'C', 'Distributed systems', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree"", 'Doctor of Philosophy']"
Cybersecurity Engineer,0,0,0,"['Go', 'Communication skills', 'Agile', 'Chef', 'Integration testing', ""Bachelor's degree"", 'High school diploma or GED']"
Sr Mgr Information Security (US),0,0,0,"['Analysis skills', 'Information security', 'Negotiation', 'Vulnerability assessment', 'Fraud', ""Bachelor's degree""]"
Sr. Manager (GRC Technology),0,0,0,"['Microservices', 'System design', 'Financial services', 'Communication skills', 'ServiceNow', ""Bachelor's degree""]"
Security Engineer,0,0,0,"['IDS', 'PCI', 'Communication skills', 'CompTIA Security+', 'Firewall', ""Bachelor's degree""]"
Systems Security Analyst,0,0,0,"['Information security', 'Windows', 'UNIX', 'Customer support', 'Communication skills', ""Bachelor's degree""]"
Tech Lead - Identity and Access Management,0,0,0,"['Communication skills', 'Identity & access management', 'Agile', 'Authentication', 'B2B', ""Bachelor's degree""]"
Cloud Security Engineer,0,0,0,"['IaaS', 'Bamboo', 'TFS', 'DevOps', 'Agile', ""Bachelor's degree"", 'High school diploma or GED']"
Technical Writer (Cyber Security),0,0,0,"['Writing skills', 'Technical writing', 'Editing', 'Relationship management']"
"VP - Chief Information Security Officer - New Orleans, LA",0,0,0,"['Certified Information Systems Auditor', 'Information security', 'Program development', 'CISSP', 'Leadership', ""Bachelor's degree"", ""Master's degree""]"
Vulnerability Researcher (Onsite),0,0,0,"['Assembly', 'Network protocols', 'Vulnerability research', 'ARM', 'BGP', ""Bachelor's degree""]"
Watch Desk Specialist 1,0,0,0,"['SharePoint', 'Remedy', 'Help desk', 'Active Directory']"
Jr Network Engineer/GNOSC Watch Officer IRES - SSFB,"$100,000 - $110,000 a year",100000 , 110000,"['PKI', 'QA/QC', 'Windows', 'IAT', 'UNIX', ""Bachelor's degree"", 'High school diploma or GED', ""Associate's degree"", ""Master's degree""]"
Information Security Developer,"$100,000 - $115,000 a year",100000 , 115000,"['IDS', 'CISSP', 'Communication skills', 'Python', 'Firewall', ""Bachelor's degree""]"
Threat Systems Engineer,"$100,000 - $120,000 a year",100000 , 120000,"['Writing skills', 'Analysis skills', 'Presentation skills', 'MDS', 'Requirements analysis', 'Bachelor of Science', ""Bachelor's degree""]"
"Network Security Specialist, Windows, Top Secret Clearance","$100,000 - $123,000 a year",100000 , 123000,"['Information security', 'Windows', 'Microsoft Windows Server', 'CISSP', 'Communication skills']"
Security Engineer,"$100,000 - $140,000 a year",100000 , 140000,"['SQL', 'Microsoft Excel', 'PCI', 'CISSP', 'Leadership', ""Bachelor's degree"", ""Master's degree""]"
Information Systems Security Officer,"$100,000 - $140,000 a year",100000 , 140000,"['Writing skills', 'Software deployment', 'Windows', 'CNC', 'IAT', ""Bachelor's degree""]"
Information Systems Security Officer,"$100,000 - $140,000 a year",100000 , 140000,"['Windows', 'CNC', 'IAT', 'CISSP', 'Mobile devices', ""Bachelor's degree"", 'High school diploma or GED']"
Lead Security Architect,"$100,000 - $140,000 a year",100000 , 140000,"['Azure', 'UNIX', 'CISSP', 'CEH', 'Leadership']"
Cybersecurity Analyst,"$100,000 - $140,000 a year",100000 , 140000,"['IDS', 'IAT', 'IAT Level II', 'CompTIA Security+', 'Computer networking', 'Bachelor of Science', ""Bachelor's degree""]"
Cyber Threat Intelligence Analyst,"$100,000 - $150,000 a year",100000 , 150000,"['Analysis skills', 'Research', 'Incident response', 'Threat intelligence', 'GSEC', 'Bachelor of Science', ""Bachelor's degree""]"
Privileged Access Management Engineer,"$100,000 - $160,000 a year",100000 , 160000,"['Azure', 'Bomgar', 'Communication skills', 'Linux', 'Operating systems', ""Bachelor's degree""]"
Cybersecurity Engineer,"$100,000 - $180,000 a year",100000 , 180000,"['Windows', 'UNIX', 'DIACAP', 'Linux', 'RMF', ""Bachelor's degree""]"
Information Security Specialist,"$100,000 a year",100000,0,"['Project management', 'Analysis skills', 'Information security', 'Microsoft Excel', 'PCI', ""Bachelor's degree""]"
Cybersecurity Analyst,"$100,600 - $175,700 a year",100600 , 175700,"['Cisco ISE', 'Windows', 'SSCP', 'IAT', 'CompTIA Security+', 'Bachelor of Science', ""Bachelor's degree""]"
Threat Systems Engineer,"$100,650 - $110,650 a year",100650 , 110650,"['Writing skills', 'MDS', 'Analysis skills', 'Requirements analysis', 'Microsoft Office', 'Bachelor of Science', ""Bachelor's degree""]"
Security Engineer,"$100,695 - $190,523 a year",100695 , 190523,"['Azure', 'Windows', 'Mac OS', 'FedRAMP', 'PCI', ""Bachelor's degree""]"
Cybersecurity Engineer,"$101,000 - $185,200 a year",101000 , 185200,"['Analysis skills', 'Information security', 'Design patterns', 'Azure', 'Microservices', ""Bachelor's degree""]"
Info Security Engineer – SailPoint,"$101,500 - $150,000 a year",101500 , 150000,"['SOAP', 'Windows', 'PCI', 'Sailpoint', 'CISSP', ""Bachelor's degree""]"
"Security Architect, CIO Cybersecurity Assurance","$102,000 - $190,000 a year",102000 , 190000,"['AIX', 'Azure', 'Windows', 'ServiceNow', 'Linux', ""Bachelor's degree""]"
Security Engineer,"$103,144 - $140,961 a year",103144 , 140961,"['Information security', 'Administrative experience', 'RMF']"
Security Engineer,"$103,200 - $154,800 a year",103200 , 154800,"['Leadership', 'Communication skills', 'Identity & access management', 'Scrum']"
Security Engineer,"$104,000 - $110,000 a year",104000 , 110000,"['Windows', 'Nessus', 'DevOps', 'Identity & access management', 'Editing', ""Bachelor's degree""]"
Lead Global Security Operations Center Analyst,"$104,800 - $144,100 a year",104800 , 144100,"['Crisis management', 'CISSP', 'ServiceNow', 'Firewall', 'Computer science', ""Bachelor's degree""]"
Penetration Tester,"$105,000 - $135,000 a year",105000 , 135000,"['Bash', 'Penetration testing', 'GPEN', 'OSWE', 'Shell Scripting', ""Bachelor's degree""]"
Information Systems Security Officer,"$105,000 - $195,000 a year",105000 , 195000,"['IaaS', 'Azure', 'FedRAMP', 'PaaS', 'Communication skills', 'Bachelor of Science', ""Bachelor's degree""]"
Director of Cyber & Technology Risk (MMA Northeast),"$105,900 - $226,000 a year",105900 , 226000,"['Procurement', 'Underwriting', ""Bachelor's degree""]"
Resident Security Consultant - Remote,"$106,800 - $178,000 a year",106800 , 178000,"['Windows', 'Product management', 'PCI', 'HIPAA', 'TCP', ""Bachelor's degree""]"
Advisor-Information Security,"$107,000 - $169,400 a year",107000 , 169400,"['Project management', 'Analysis skills', 'Information security', 'Jira', 'Scrum', ""Bachelor's degree""]"
Manager – Information Security,"$107,473 a year",107473,0,"['Information security', 'CISSP', 'Leadership', 'Identity & access management', 'Management', ""Bachelor's degree"", ""Master's degree""]"
Mobile and Application Security Technical Architect,"$109,696 - $186,781 a year",109696 , 186781,"['Ansible', 'Information security', 'Jenkins', 'Azure', 'ISO 27001']"
Tech Writer - Security,"$11,000 - $13,000 a month",11000 , 13000 a month,"['Security', 'Communication skills', 'Cybersecurity']"
"INFORMATION SECURITY OFFICER, Information Technology","$11,298 - $12,428 a month",11298 , 12428 a month,"['Certified Information Systems Auditor', 'Writing skills', 'Statistical analysis', 'Project management', 'Analysis skills', ""Bachelor's degree"", ""Master's degree""]"
Cybersecurity Engineer,"$110,000 - $120,000 a year",110000 , 120000,"['SAFe', 'Analysis skills', 'Information security', 'FIPS', 'Vulnerability assessment', ""Bachelor's degree""]"
Cyber Security Program Manager,"$110,000 - $125,000 a year",110000 , 125000,"['ISO 27001', 'PCI', 'CISSP', 'Communication skills', 'CRISC', ""Bachelor's degree""]"
Product Manager - Cybersecurity,"$110,000 - $130,000 a year",110000 , 130000,"['Product management', 'Communication skills', 'VPN', 'Organizational skills', 'Customer segmentation', ""Bachelor's degree"", 'Master of Business Administration', ""Master's degree""]"
Cybersecurity Engineer,"$110,000 - $150,000 a year",110000 , 150000,"['CISSP', 'DoD 8570', 'IAM Level II', 'ICD coding', 'Cybersecurity']"
Security Engineer,"$110,000 - $165,000 a year",110000 , 165000,"['CISSP', 'GCIA', 'Communication skills', 'IT', 'Malware analysis', ""Bachelor's degree""]"
SAP Security Administrator,"$110,000 - $170,000 a year",110000 , 170000,"['Analysis skills', 'SAP S/4HANA', 'SAP', 'ERP systems', 'SAP ERP', ""Bachelor's degree""]"
Auditor (IT),"$112,015 - $145,617 a year",112015 , 145617,"['Accounting', 'CPA', 'Certified Internal Auditor', ""Bachelor's degree""]"
Cyber Security Compliance Analyst,"$112,015 - $145,617 a year",112015 , 145617,"['Writing skills', 'Vulnerability management', 'System security plans', 'Vulnerability assessment', 'FISMA', ""Bachelor's degree""]"
Sr. IAM Engineer,"$112,200 - $181,500 a year",112200 , 181500,"['Technical writing', 'CyberArk', 'Cloud architecture', 'FedRAMP', 'Military', ""Bachelor's degree"", ""Master's degree""]"
HR Security Administrator - Workday,"$112,880 - $146,080 a year",112880 , 146080,"['Writing skills', 'Workday', 'Authentication', 'Business process modeling', 'Agile', ""Bachelor's degree""]"
"Manager, Security Operational Risk (Data Security Events & Issues Management)","$113,200 - $193,600 a year",113200 , 193600,"['Vulnerability management', 'AWS', 'NIST standards']"
Cybersecurity Engineer,"$114,000 - $143,000 a year",114000 , 143000,"['System hardening', 'Vulnerability management', 'Azure', 'Library services', 'PCI', ""Bachelor's degree"", 'High school diploma or GED', ""Associate's degree"", ""Master's degree""]"
Cloud Security Engineer,"$115,000 - $120,000 a year",115000 , 120000,"['Security', 'Communication skills', 'Oracle HCM', 'Payroll', 'Root cause analysis']"
Security Engineer,"$115,000 - $127,000 a year",115000 , 127000,"['CISSP-ISSEP', 'System design', 'CISSP', 'Communication skills', 'Agile', 'Doctoral degree', 'Bachelor of Science', ""Bachelor's degree"", ""Master's degree"", 'Doctor of Philosophy']"
Security Engineer,"$115,000 - $130,000 a year",115000 , 130000,"['Project management', 'Information security', 'Azure', 'SQL', 'PowerShell']"
Information Systems Security Officer,"$115,000 - $135,000 a year",115000 , 135000,"['IAT', 'IAT Level I', 'RMF', 'IAM Level I', 'Vulnerability assessment', 'Bachelor of Science', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']"
Security Analyst,"$115,000 - $145,000 a year",115000 , 145000,"['CISSP', 'IAM Level III', 'ISO 27000', 'RMF', 'Vulnerability management', ""Bachelor's degree"", ""Master's degree""]"
UEM Security Architect,"$115,000 - $150,000 a year",115000 , 150000,"['Writing skills', 'Software deployment', 'Project management', 'Analysis skills', 'iOS']"
Cloud Security Engineer,"$115,000 - $160,000 a year",115000 , 160000,"['DNS', 'Azure', 'PCI', 'TCP', 'TCP/IP']"
Cyber Software Engineer- Mid,"$115,000 a year",115000,0,"['Bash', 'Confluence', 'Shell Scripting', 'UNIX', 'Python', 'Bachelor of Science', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']"
Information Assurance/Security Engineer III,"$115,000 a year",115000,0,"['Splunk', 'Vulnerability management', 'Azure', 'PKI', 'IT', 'Doctoral degree', 'Bachelor of Science', ""Bachelor's degree"", ""Master's degree"", 'Doctor of Philosophy']"
Splunk Enterprise Security Engineer ( Remote),"$115,000 a year",115000,0,"['Bash', 'Data modeling', 'Azure', 'SQL', 'Shell Scripting', ""Bachelor's degree"", ""Master's degree""]"
Cybersecurity Engineer,"$115,718 - $137,032 a year",115718 , 137032,[nan]
Security Engineer,"$116,000 a year",116000,0,"['Certified Information Systems Auditor', 'Analysis skills', 'System hardening', 'Operating systems', 'Information security', ""Bachelor's degree""]"
Information Systems Security Officer,"$116,686 - $147,256 a year",116686 , 147256,"['Analysis skills', 'IT auditing', 'Mainframe development', 'Management', 'IT', ""Bachelor's degree""]"
Information Systems Security Officer,"$116,686 - $147,256 a year",116686 , 147256,"['Analysis skills', 'IT auditing', 'Mainframe development', 'Management', 'IT', ""Bachelor's degree"", ""Associate's degree""]"
Senior Cyber Threat Intelligence Analyst – (w/ active TS),"$117,000 - $150,000 a year",117000 , 150000,"['Analysis skills', 'Malware analysis', 'IDS', 'Network architecture', 'IP networking', ""Bachelor's degree""]"
Security Engineer,"$117,518 - $152,771 a year",117518 , 152771,['Information security']
Security Engineer,"$117,518 - $152,771 a year",117518 , 152771,"['Information security', 'PKI', 'FISMA', 'Encryption', 'IT']"
Cloud Security Engineer,"$118,000 - $128,000 a year",118000 , 128000,"['IaaS', 'Azure', 'VMWare', 'Windows', 'IAT', ""Bachelor's degree"", 'High school diploma or GED', ""Associate's degree"", ""Master's degree""]"
Cloud Security Engineer,"$118,000 - $128,000 a year",118000 , 128000,"['IaaS', 'OS Kernels', 'Windows', 'PaaS', 'UNIX', ""Master's degree"", ""Bachelor's degree"", 'High school diploma or GED', ""Associate's degree""]"
Network Engineer IRES - SSFB,"$118,000 - $128,000 a year",118000 , 128000,"['PKI', 'QA/QC', 'IAT', 'BGP', 'VoIP', ""Bachelor's degree"", 'High school diploma or GED', ""Associate's degree"", ""Master's degree""]"
Cyber Network Defense (CND) Tools Team Manager,"$118,300 - $245,700 a year",118300 , 245700,"['System design', 'TCP', 'UNIX', 'IAT Level II', 'TCP/IP', ""Bachelor's degree""]"
Information Assurance Site Lead,"$118,300 - $245,700 a year",118300 , 245700,"['Information security', 'Customer service', 'IDS', 'Windows', 'UNIX', ""Bachelor's degree"", ""Master's degree""]"
Information Security Systems Engineer,"$118,300 - $245,700 a year",118300 , 245700,"['Vulnerability management', 'Information security', 'Disaster recovery', 'DevOps', 'CISSP', 'Doctoral degree', 'Bachelor of Science', ""Bachelor's degree"", ""Master's degree""]"
Cybersecurity Engineer,"$118,300 - $245,700 a year",118300 , 245700,"['Analysis skills', 'Information security', 'Vulnerability assessment', 'FISMA', 'Enterprise architecture', ""Bachelor's degree""]"
Security Engineer,"$118,300 - $245,700 a year",118300 , 245700,"['Bash', 'Azure', 'IDS', 'Windows', 'CSSLP', 'Bachelor of Science', ""Bachelor's degree"", ""Master's degree""]"
Sr. CNO Vulnerability Researcher,"$118,300 - $245,700 a year",118300 , 245700,"['Analysis skills', 'Vulnerability research', 'CSS', 'Research', 'C++', ""Bachelor's degree""]"
Threat Detection Engineer,"$118,300 - $245,700 a year",118300 , 245700,"['Splunk', 'Analysis skills', 'Malware analysis', 'Azure', 'Research', ""Bachelor's degree""]"
Security Operations Center Team Lead,"$119,000 - $222,000 a year",119000 , 222000,"['Certified Information Systems Auditor', 'Analysis skills', 'FedRAMP', 'PowerShell', 'CISSP']"
Senior Security Network Engineer,"$119,000 - $222,000 a year",119000 , 222000,"['IaaS', 'Azure', 'Windows', 'FedRAMP', 'Microsoft Windows Server']"
Vulnerability & Patch Management Security Engineer,"$119,000 - $222,000 a year",119000 , 222000,"['CND', 'FedRAMP', 'CompTIA Security+', 'Data analysis skills', 'Organizational skills']"
Information Security Detection/Response Engineer,"$119,523 - $180,000 a year",119523 , 180000,"['Vulnerability management', 'Information security', 'Microsoft Excel', 'Computer forensics', 'Contracts', ""Bachelor's degree""]"
Lead Cyber Range Engineer - Defensive Practice,"$119,595 - $154,770 a year",119595 , 154770,"['Information security', 'Teaching', 'Communication skills', 'Agile', 'Analytics', ""Bachelor's degree""]"
Lead Security Engineer,"$119,595 - $154,770 a year",119595 , 154770,"['Design patterns', 'Azure', 'DevOps', 'CISSP', 'Leadership', ""Bachelor's degree""]"
Network Security Engineer,"$120,000 - $130,000 a year",120000 , 130000,"['Firewall', 'Load balancing']"
Belden Firewall SME,"$120,000 - $140,000 a year",120000 , 140000,"['TCP', 'Software deployment', 'CISSP', 'Communication skills', 'Information security']"
Security Engineer,"$120,000 - $150,000 a year",120000 , 150000,"['Azure', 'Windows', 'SSCP', 'ISO 27001', 'FedRAMP', ""Bachelor's degree""]"
