Job Title,Job Description,Location,Salary Estimate,Company Name,Headquarters,Size,Type of ownership,Industry,Sector,Revenue
Data Analyst,"Wellth is a fast-growing digital health startup with offices in Los Angeles and New York City. Our mission is to help people living with chronic conditions make healthier choices every day. Chronic disease is one of the largest challenges facing our nation. This challenge is largely created due to patient non-adherence to medications and care plans. Only about 50% of people with chronic conditions follow their care plan as prescribed. This creates enormous health and economic burdens on individuals, families, and communities that are largely preventable. Our platform deploys evidence-based interventions from behavioral economics through a mobile app to dramatically improve patient adherence, health outcomes, and costs of care. Wellth is at the forefront of designing powerful new tools rooted in behavioral science to deliver value to our customers: healthcare providers and insurers.

Behavioral Economics is at the heart of what we do. If you are a fan of books like Nudge, Freakonomics, and Predictably Irrational and were as excited as us that a Nobel Prize went to a professor of behavioral economics in 2017, then this is the place for you. Help us build and scale a platform that is helping hundreds of patients manage their care plan and improve their health. Visit us at www.wellthapp.com for more information.

We have created a smartphone app that uses the power of financial incentives to improve patient adherence. Our technology also provides valuable information to nurses and other healthcare professionals in the form of weekly adherence report cards and real-time alerts to help provide high-touch care to their patients. Patients check in every day by taking a photo of their medications in their hand.

Job Description

We are looking for a data geek that will turn our growing data into understandable information. This new role will provide data-driven insight across Wellth functions to help answer key questions, improving revenue, margins and users experiences and operational workflow. You will work with multiple systems and have exposure across the business. You speak SQL and love to go digging for answers and clues. Come help us grow Wellth leveraging the power of data!

Key Qualifications
2+ years using SQL and other data extraction methods to produce data that leads to answers, insight and supports decisions
A passion for providing data-driven insight that answers key questions, helping improve revenue, margins, users experiences and operational workflow
Extensive investigative skills - an ability to dive deep into the data and figure out whats really going on
Ability to walk someone through what data is being presented, where it comes from, and what it is telling us
Hands on experience creating polished, crisp reports or dashboards when appropriate for ongoing use
Get the right information to the right teams at the right time
Ability to work with multiple teams, set priorities, stay organized and work on multiple projects simultaneously
Regularly report key findings for strategic initiatives
Motivated by a fast-paced environment!
Key skills
Expert experience pulling large and complex data using SQL
Experience with different visualization approaches and when each are appropriate
Comfort with common statistical methods & analysis
Methodical, logical approach with excellent attention to detail
Experience with data visualization tools ( e.g. Periscope, Looker, Mode, Chartio, Tableau)
Strong proficiency in SQL (multiple years of experience)
Proficiency in statistical modeling working with Python/R
BONUS - Familiarity with AWS
BONUS - Familiarity with web analytics tools (e.g. Google Analytics) and/or product analytics (e.g. Mixpanel, Amplitude)
We are open to individuals interested in Part-time/Full Time opportunities","Los Angeles, CA",$55K-$103K (Glassdoor est.),"Wellth Inc.
5.0","New York, NY",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
Data Analyst,"Job Description
We hiring a Data Analyst, for our client, an eCommerce company. The office is located in beautiful Hermosa Beach, California. Walk to the beach on your lunch!

In this role, you will help set the framework for the Digital Marketing and Data Science initiatives. We’re looking for a self-motivated critical thinker who loves the numbers! The ideal candidate will turn data into information, information into insight and insight into business decisions. We want an individual with the highest work ethics, who takes pride in telling stories with data. A team player who is an excellent communicator and quick learner.
This is a high visibility position that reports to the Director of eCommerce and offers a lot of opportunity for a resourceful, motivated individual.

In this role you will:
Provide data-driven recommendations for the marketing strategy by analyzing customer metrics from email, advertising, and sampling initiatives.
Leverage historical data to build out targeted audiences for sampling, mailing, email and advertising campaigns.
Leverage the Marketing CRM to accelerate the business by providing deeper insights into prospect and customer behaviors.
Support customer lifecycle campaigns with data-driven insights for new customer acquisition, retention, and growth.
Increase the marketing team’s use of data and set a high bar for analytics across the department.
Create dashboards and automate reports to support the Marketing team with data-driven decisions.
Assist the marketing team in pulling reports and insights for various marketing campaigns and presentations.
Work closely with the Director of Ecommerce to support all digital marketing efforts.
To succeed in this role you will need:
BS in Mathematics, Economics, Computer Science, Information Management or Statistics
Proven working experience as a data analyst or business data analyst
A proven track record of initiating and delivering actionable analyses/recommendations in order to drive business impact
Some experience building data science models to provide deeper insights
Excellent communication skills (technical and non-technical) and comfort working in a fast-paced environment
Excellent SQL skills, fluency with BI/visualization tools, deep knowledge of Excel.
Additional knowledge in R, Python, programming (XML, Javascript, or ETL frameworks) a plus
Technical expertise regarding data models, database design development, data mining, and segmentation techniques
Adept at queries, report writing and presenting findings
Ability to work autonomously
If you are a California resident applying for a job, you consent to our California Job Applicant Privacy Notice. https://hirepeopletree.com/ccpa","Hermosa Beach, CA",$55K-$103K (Glassdoor est.),People Tree,"Hermosa Beach, CA",1 to 50 employees,Self-employed,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Analyst,"Job Description
Job description

• Interpret data, analyze results using statistical techniques and provide ongoing reports

• Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality

• Acquire data from primary or secondary data sources and maintain databases/data systems

• Identify, analyze, and interpret trends or patterns in complex data sets

• Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems

• Work with management to prioritize business and information needs

• Locate and define new process improvement opportunities

Requirements

• Proven work experience as a data analyst or business data analyst

• Technical expertise regarding data models, database design development, data mining and segmentation techniques

• Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)

• Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)

• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• Adept at queries, report writing and presenting findings

• Master's in Computer Science or Engineering Management or Project Management or Information Systems/Technology (Preferred)

Powered by JazzHR

3LM2Lgackr","Los Angeles, CA",$55K-$103K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Analyst,"Data Analyst Location Burbank, CA Start Date Jul 20, 2020 Apply Now Sign Up For Job Alerts Email Job Refer a Friend Apply with LinkedIn Job Description Data Analyst Burbank, CA Direct Hire Up to 100k year Successful candidate will engage with business teams to define business questions, prepare and model data, and perform analyses with the purpose of understanding or drawing conclusions from the data. This role will join the Analytics Team and will work closely to build, deploy and administer self-service analytics across business units. In this role, you will utilize the Plans diverse analytics tools to turn data into actionable insights with the goal of creating a data-driven culture across the organization. Required Skills Bachelor's Degree in Computer Science, Information Systems, or other related field as well as equivalent work experience. Minimum 5 years in a quantitative data analytics role with emphasis on data preparation and analysis. Strong ability to blend and wrangle data, create logical data models to be used as a basis for analysis. Proficiency in using enterprise analytics platforms, data visualization tools Tableau, Alteryx, ThoughtSpot, Business Intelligence solutions or equivalent. Knowledge of relational DBMS, specifically Oracle, and ability to script and execute SQL queries. Understanding of the principles and tools of statistical analysis and machine learning is a plus. Bonus Skills Previous work experience in the HealthCare industry preferred. Be a part of the ConsultNet difference. As a leading national provider of IT staffing and solutions, ConsultNet delivers exceptional services to startup, midmarket and Fortune 1000 companies across North America. Since 1996, we've partnered with clients to create rewarding opportunities for our consultants, successfully building teams that have surefire results. In the past two years alone, we have placed more than 1,500 consultants in contract, contract-to-hire, or direct placement opportunities. We understand communication is key to finding the right job that matches your skills and career goals. For us, it's not just the work that we do it's how we do the work. Our breadth of offerings extends to multiple IT positions in major markets throughout the country, see more at www.consultnet.com Id 20-01031","Burbank, CA",$55K-$103K (Glassdoor est.),"ConsultNet, LLC
4.3","South Jordan, UT",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst,"WHO WE ARE

Signal Sciences is the fastest growing web application security company in the world and has been named one of the Best Places To Work in Los Angeles by the Los Angeles Business Journal. With its award-winning next-gen WAF and RASP solution, Signal Sciences protects 40,000+ applications, APIs, and over 2 trillion production requests per month. Signal Sciences' patented architecture allows our customers to embrace cloud and DevOps while bringing actionable security visibility to development, DevOps, and security teams for the first time.

We work with some of the world's most recognizable companies, like Datadog, Under Armour, Duo, and Aflac across industries, including five of the top eCommerce companies, five of the largest software companies, and many of the top companies in financial services, retail, healthcare, media, and entertainment. Signal Sciences has won numerous technology and business awards including Technology of the Year from InfoWorld. Above all, we focus on collaborating as a team to deliver a product our customers truly enjoy working with.

SUMMARY

We are searching for an analyst who is passionate about translating data into impactful insights to drive business decisions. You will work with our Sr. Data Analyst and across all departments to support key business initiatives for the company. These initiatives will help scale the business and allow Signal Sciences to continue to grow. In addition, you will own several projects, as well as work collaboratively, to continually improve reporting and data quality.

RESPONSIBILITIES
Champion the data analytics process to help inform strategic and tactical business decisions across all teams
Monitor and measure performance of all lead generation channels, analyze the effectiveness of our marketing campaigns, and identify areas for optimization of lead conversion through every stage of the funnel
Design and analyze A/B and multivariate tests to drive KPI improvement
Communicate effectively with business stakeholders with varying technical and non-technical backgrounds
Support recurring and ad hoc requests from stakeholders by gathering, analyzing, interpreting data, and communicating the relevant results effectively
Use statistical and predictive modeling techniques to answer key business questions
Build out data documentation in Confluence
QUALITIES / EXPERIENCE WE'RE SEEKING
You enjoy using data to tell and communicate a story
Proficiency with SQL and Excel including advanced formulas/macros
Experience with Python, R, SPSS, and SAS
Exposure to BI tools such as Tableau, Looker a plus
Familiarity with Salesforce and other CRM tools
Experience with building dashboards
Empathetic collaborator who can communicate clearly across multiple cross-functional teams, including Sales, Marketing, Finance, Product, and Engineering
Process improvements and the development of tools to automate commonly requested analyses
Strong analytical skills with the ability to collect, organize, analyze, and distribute significant amounts of information with high-levels of accuracy
Understanding of a quantitative field, such as mathematics, statistics, engineering, computer science, business analytics, etc.
WHY YOU SHOULD JOIN SIGSCI

Named a Best Place to Work in 2019 by LA Business Journal and Comparably, SigSci is built on a cultural foundation of passionate, driven, and unique individuals. As a team member, you will enjoy 100% employer-sponsored medical, dental, and vision benefits, 401K retirement plan, and flexible work arrangements. Most of all, you will have the opportunity to make a positive impact with the industry leader in web application security.","Los Angeles, CA",$55K-$103K (Glassdoor est.),"Signal Sciences
4.3","Culver City, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Analyst,"Title: Data Analyst
Location: Chatsworth, CA
Duration: 12 Months

Responsibilities:
Perform compliance-driven data processing and data analysis
Prepare data reports
Coordinate and communicate with various departments to effectively execute assignments
Perform field verification to ensure data integrity
Support the development of Company projects
Other tasks as assigned
Qualifications
B.S. in Engineering required
1-3 years of experience
Knowledge of spreadsheets and database analysis tools (OSIsoft PI, Excel formulas/macros/programming)
Computer knowledge (Microsoft Office)
Ability to effectively interact with various departments to maintain open lines of communication
Clear and concise verbal and written communication skills to communicate technical and non-technical information and concepts with various levels of management in both formal and informal settings
Engineering/technical principles to analyze and resolve problems","Los Angeles, CA",$55K-$103K (Glassdoor est.),"HireTalent
4.5","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Analyst,"Job Description
Data Analyst

Expertise.com connects over 8 million consumers annually to the best local experts in their area, whether they need a dog walker, financial advisor, or wedding photographer. With over 200,000 providers across more than 200 different industries, we dive deep into figuring out what makes a professional the best in their area of expertise and how to help the reader find the professional best for them.

We're looking for a Data Analyst based in the Los Angeles (Encino) area to join full-time. You will be joining Expertise.com at a formative time where there is large amounts of data being gathered (including site analytics, Google rankings, marketing operations, and more), but little of it exposed to the business. You will play a major role in tapping into this data to help shape & define the business strategy and execution plan going forward.

What You’ll Do
Influence business strategy by discovering and exposing compelling data insights
Translate data insights into actionable recommendations, balancing strategic objectives and tactical optimization
Ensure data integrity by testing and comparing similar data sources
Build and refine models to support business growth, such as pricing and forecasting
Consult with business leaders in Sales, Marketing, Operations, Content and other team members, helping define the business strategy
What It’ll Take
2 to 5 plus years of experience in a data-oriented role
Highly skilled in building queries using SQL & analysis in Excel
Experience building visualizations in tools such as Tableau, Qlikview or PowerBI
Experience with Salesforce SOQL (APEX is a plus)
Experience with Python and API creation a plus
Must be intellectually curious, extremely detail oriented and passionate about learning new technologies
A hands-on, team player with a positive outlook, an entrepreneurial spirit, the capacity to thrive in ambiguity, and the willingness to adapt to the needs of the business
Ability to work with diverse remote teams.
B.S. in engineering, economics, applied math, stats or any other quantitative field (preferred)
Who We Are
We’re a small but rapidly growing team driven by a bias-to-action mentality, balanced with a sense of humor.
We love to problem-solve creatively while keeping a sharp focus on the important drivers of the business.
We prioritize relentlessly to ensure that whatever we're working on is vital to our business' growth
We’re results-focused, but not afraid of failure as we lean into change and pursue our goals.
We’re open to new ideas and not afraid to break the status quo
Powered by JazzHR

IaAChcvYfa","Los Angeles, CA",$55K-$103K (Glassdoor est.),Expertise LLC,"Seattle, WA",1 to 50 employees,Contract,-1,-1,Unknown / Non-Applicable
Data Analyst,"Minimum 2 to 3 years of experience in data analysis.
You must have working experience in data warehousing and expected to know at least one ETL tool.
Strong understanding in oracle is required.
You should be proficient in analyzing upstream and downstream source systems, preparing Data mapping documents, prompt analysis and solutions.
Experience working with developers to get the requirement done, doing analysis in UAT environment and helping client in the UAT Testing phase.","Los Angeles, CA",$55K-$103K (Glassdoor est.),"Lorven Technologies Inc
4.0","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
Data Analyst,"Our client is looking to hire an experienced full-time Data
Analyst to work in their Los Angeles office.

Responsibilities:

· Analyze user behavior and translate results from data into
actionable insights that help drive business goals and improve
company performance.

· Develop and automate analytical reports for various business
units and stakeholders throughout the organization.

· Regularly present and share findings to drive new business
initiatives and content strategy.

· Monitor and analyze key metrics and execute recurring analyses
and reporting.

· Regularly analyze websites to ensure site traffic and
conversion funnels are performant and provide recommendations to
test and optimize new features and products.

· Develop and maintain strong relationships with internal teams
and provide analytical support as necessary.

Requirements & Qualifications:

· BA / BS degree in related field

· 3-5 years of experience in Business Intelligence or Analytics
space, specifically dealing with site traffic

· SQL / query language skills are a plus

· Ability to analyze large data sets, manipulate data, and make
data-driven recommendations.

· Experience managing various tagging and tracking platforms
especially Google Analytics

· Experience with the following technologies is a Plus: Hadoop,
AWS, Tableau or other OLAP cube/data visualization, Oracle
database, Adobe Marketing Cloud (Omniture), Clicktale,
ExactTarget/Salesforce (or similar ESP)

· Experience coordinating and communicating with cross-functional
teams

· Strong Critical Thinking Required

· Understanding of eCommerce and online sales attribution
methodologies a Plus

· Excellent organizational, oral and interpersonal communication
skills, and keen attention to detail.

· Strong Ability to prioritize and handle multiple
initiatives/tasks in parallel as well as changing priorities

· Experience from a Media Company or Digital Publisher Preferred","Los Angeles, CA",$55K-$103K (Glassdoor est.),Eleven Recruiting - CHURN,"Los Angeles, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst,"Location: Sunnyvale, CAPosition Overview:

Development and maintenance support for key data infrastructure supporting the Chrome OS client team, specifically the channel/customer sales teams. The Analyst will have very strong SQL skills, strong time management and self-direction, be comfortable cleaning up tech debt and maintaining pipelines, strong attention to detail, and strong documentation skills.

Job Requirements:

Skill/Experience/Education:

Mandatory:
1-3 years developing SQL workflows.
Project management experience.
Must be a strong self-directed contributor.
Skill Matrix:

Skill Name: SQL

Level: 4

Years: 0-3 years

Mandatory: Yes

Description: Must have a high level of comfort writing and maintaining SQL pipelines

As an equal opportunity employer, ICONMA prides itself on creating an employment environment that supports and encourages the abilities of all persons regardless of race, color, gender, age, sexual orientation, citizenship, or disability.","Culver City, CA",$55K-$103K (Glassdoor est.),"ICONMA
3.6","Troy, MI",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,"What is HITRECORD?

Founded and led by actor and artist Joseph Gordon-Levitt, HITRECORD is an open online community with the mission to inspire creativity through collaboration. Users don’t just post about themselves and vie for attention; they work together on a variety of art and media projects that they couldn’t have completed on their own.
So far, HITRECORD has operated as a successful production company, winning an Emmy for its television show, partnering with numerous brands from Samsung and LG to the ACLU, paying contributing community members a total of nearly three million dollars.
With over 900,000 registered community members, our next step is to bring creativity to millions of people across the world.

Our Commitment to Diversity and Inclusion:

The HITRECORD community is made up of people from just about everywhere in the world—a wide-ranging multitude of backgrounds, ages, genders, and beliefs—and we strive to reflect that diversity as much as possible in our workplace. We also prioritize inclusion at our company, striving to create an environment where everyone can be authentically themselves and do their best work. That includes offering competitive salary, health benefits, insurance, and paid parental leave for all employees. We encourage people from underrepresented backgrounds to apply.

About the Role:

HITRECORD is looking for our first Data Analyst to help build the function from the ground up and be part of the process in setting up the best practices and tools in data collection and visualization. This role will work cross-functionally across Product, Finance, Engineering, and other departments and help each team collect, clean and analyze data - which will drive decision making and provide direction for future growth of the business.
We’re looking for someone who’s a self-starter who has worked at a startup before and wants to be part of building the product analytics function at HITRECORD!
What you’ll do:
Own and master the analytical understanding of user funnel, segmentation and behavior across all facets of the product to drive growth and engagement
Provide the insights to help improve product or creative efforts.
Partner with key stakeholders in Product, Engineering, Finance, Community, etc. to clearly communicate results in order to advise strategy and prioritize initiatives/launches
Create dashboards for executive management teams to stay up to date with company metrics.
Be proactive with any spikes or dips in KPIs and alert key stakeholders with analysis or hypothesis of causes.
Conduct funnel analysis of retention and drop offs to identify opportunities or holes in product flows.
What makes this different:
You will have the opportunity to create a role and impact the path of the company
This role provides a high potential for growth with exposure across all aspects of the organization and significant interaction with key stakeholders in all departments.
You will work with and be exposed to top talent in technology, entertainment and media
Must Haves:
Direct-to-consumer startup experience is a must - especially being part of the implementation of new processes or new systems
2+ years of experience in a Data Insights, Data Analytics, Data Science or Business Analytics role
A self-starter who has built things from the ground up and is looking for autonomy
Strong experience in SQL and product analytics packages; Python and R skills are a plus
Expertise with statistical analyses and concepts (e.g. regressions, experiment design, etc.)

Nice to Haves:
A passion for solving puzzles, understanding user behavior and hypothesizing answers where there were none
The ability to tactfully engage with strong points of view at all levels of the organization
Experience with Amplitude and Segment is highly preferred
Expertise with statistical analyses and concepts (e.g. regressions, experiment design, etc.)
Strategically-minded yet detail-oriented
Excellent interpersonal communication and presentation skills
BA/BS degree in a related field (Computer Science, Math, Statistics, Engineering)
Ability to work in a fun, creative team with a sense of humor","Los Angeles, CA",$55K-$103K (Glassdoor est.),"HITRECORD
3.5","Van Nuys, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst,"Data Analyst


A prominent financial affiliate network is seeking a Senior Data Analyst to monitor and support its data processes.
The ideal candidate would be able to develop new reports, frameworks, dashboards, and other tools for the company.

Responsibilities
Track ROI
Close interaction with IT Team to design/improve data architecture
Identify optimization opportunities using predictive modeling
Develop and implement advanced custom models and algorithms
Develop tools to monitor and analyze model performance and data accuracy

Qualifications
Bachelor in Mathematics or computer science
Knowledge of R, Python, SQL
Rigorous statistical intuition, deep understanding of core statistical principles, and extensive experience with core methods
Knowledge of advanced statistical techniques and concepts
Experience creating and using advanced machine learning algorithms

Your current skills should include
You are highly organized with the ability to multi-task and prioritize in a fast-paced culture
You are a critical thinker and able to problem solve
You have strong verbal communication skills
Russian fluency is preferred but not required
We look forward to hearing from all applicants who meet the requirements listed above.

Submit Your Resume Online","Glendale, CA",$55K-$103K (Glassdoor est.),"Dot818
5.0","Glendale, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Analyst,"DatamanUSA LLC has an exciting opportunity for a Data AnalystÂto work onsite with one of our direct clients in Los Angeles, CA. If you are not available or not interested then we love referrals! Please refer us to your friends, family, and colleagues for this opportunity. DatamanUSA gives referral bonuses (up to $500) if they get selected and perform well for our clients. Position Title: Data Analyst Duration: 1+ Month (with possible extension) Location: Los Angeles, California Required Skills and Experience:
4+ years of work experience with data analysis, statistical analysis, and data mining in business administration, public administration, IT, or other related industry.
4+ years of work experience gathering data requirements (including functional, user, system requirements); creating application wireframes, developing process flow diagrams, writing quality technical and user guide documentation; perform heavy research; and any other analysis tasks necessary for software implementation projects.
4+ years of work experience using SQL databases and database query languages.
Extensive experience in data management, data analysis, managing large data sets, data scrubbing, and identifying and resolving data, code or scripting issues.
Intermediate to advanced knowledge of Microsoft Word, Excel, Project, and PowerPoint is required.
Intermediate to advanced knowledge of Microsoft Access and Outlook are strongly desired.","Los Angeles, CA",$55K-$103K (Glassdoor est.),"DatamanUSA
3.4","Centennial, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
Data Analyst,"Job Description
Our client is looking to hire an experienced full-time Data Analyst to work in their Los Angeles office.

Responsibilities:

Analyze user behavior and translate results from data into actionable insights that help drive business goals and improve company performance.

Develop and automate analytical reports for various business units and stakeholders throughout the organization.

Regularly present and share findings to drive new business initiatives and content strategy.

Monitor and analyze key metrics and execute recurring analyses and reporting.

Regularly analyze websites to ensure site traffic and conversion funnels are performant and provide recommendations to test and optimize new features and products.

Develop and maintain strong relationships with internal teams and provide analytical support as necessary.

Requirements & Qualifications:

BA / BS degree in related field

3-5 years of experience in Business Intelligence or Analytics space, specifically dealing with site traffic

SQL / query language skills are a plus

Ability to analyze large data sets, manipulate data, and make data-driven recommendations.

Experience managing various tagging and tracking platforms especially Google Analytics

Experience with the following technologies is a Plus: Hadoop, AWS, Tableau or other OLAP cube/data visualization, Oracle database, Adobe Marketing Cloud (Omniture), Clicktale, ExactTarget/Salesforce (or similar ESP)

Experience coordinating and communicating with cross-functional teams

Strong Critical Thinking Required

Understanding of eCommerce and online sales attribution methodologies a Plus

Excellent organizational, oral and interpersonal communication skills, and keen attention to detail.

Strong Ability to prioritize and handle multiple initiatives/tasks in parallel as well as changing priorities

Experience from a Media Company or Digital Publisher Preferred","Los Angeles, CA",$55K-$103K (Glassdoor est.),Eleven Recruiting - CHURN,-1,-1,-1,-1,-1,-1
Data Analyst,"Description ***FOR IMMEDIATE CONSIDERATION: email Valerie Nielsen at Valerie.Nielsen@rht.com with your resume titled Data Analyst***The Position: Data Analyst Location: El Segundo, CAPlease note: this is a direct hire (not contract)Target Salary: 70,000Data AnalystYou didn't get to where you are by following an expected path. You follow your instincts, while everyone around you sits back and waits for life to happen. You are a catalyst, an agent of change. You're smart, energetic, and aggressive. You possess an entrepreneurial spirit. You are inquisitive, innovative, and resourceful. You have a fresh perspective. Our client is looking to build out their team from and bring on a Data Analyst!RequirementsTop Requirements:+ Data gathering, formatting and management of databases, including initial creditor matrix, service lists, claims registers, Schedules/SOFA data, voting amount spreadsheets and voting tabulation reports.+ Review, reformat, input and export data for Schedules of Assets and Liabilities and Statement of Financial Affairs.+ Format service lists and merge files for complex variable data mailings.+ Review claims, perform claims reconciliation and prepare and reformat various claims reports for internal and external purposes.+ Coordinate preparation of contract review databases, including delegation of contract review, compilation of completed files and review final work product.+ Advanced working knowledge of and experience with Microsoft Excel and Microsoft Access. Proficiency with other aspects Microsoft Office, especially Outlook and Word. Working knowledge of VBA and SQL preferred.+ Possess advanced technical skills to facilitate creating financial models, databases, pivot tables, analytics, etc.+ Ability to quickly learn and navigate proprietary software. ***FOR IMMEDIATE CONSIDERATION: email Valerie Nielsen at Valerie.Nielsen@rht.com with your resume titled Data Analyst***Robert Half Technology matches IT professionals with some of the best companies on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities. Our personalized approach, innovative matching technology and global network with local market expertise help you find the technology jobs that match your skills and priorities - fast. By working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets.From philanthropy to environmental stewardship to employee programs, Robert Half is proud to have an active role in the communities in which we live and work. Our company has appeared on FORTUNE's ""Most Admired Companies"" list every year since 1998.Download our mobile app to take your job search on the go!Contact your local Robert Half Technology office at 888.490.4429 or visit www.roberthalf.com/jobs/technology to apply for this job now or find out more about other job opportunities.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2020 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.**Salary:** $60,000.00 - $70,000.00 / Yearly**Location:** El Segundo, CA**Date Posted:** July 9, 2020**Employment Type:** Full-time**Job Reference:** 00320-9502619843**Staffing Area:** Technology u0026 IT","El Segundo, CA",$55K-$103K (Glassdoor est.),"Robert Half
3.5","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Data Analyst,"PeerStreet is a leading marketplace for investing in real estate backed loans (www.PeerStreet.com). Data is the foundation of our operational processes, ranging from loan underwriting, lender acquisition, loan servicing, to product decision making. It is imperative for the company to have easy access to high quality data, both internal and external, in order to continuously optimize our operations and derive insights into how we can continue to improve our product and service offerings on both sides of the marketplace.

We are looking for a talented detail-oriented Data Analyst with a strong technical background and one who is passionate about developing elegant and impactful solutions to data reporting problems and creating an environment that allows users to dive deep into financial and user data with cutting-edge analytics and data insights. Your day-to-day will involve close collaboration with Engineering, Product, and Business organizations.

The Lender Experience group works on creating the best origination and funding experience for our lenders. The team builds software that helps both internal and external users manage the loan origination process and track the entire lifecycle of a loan.

The Financial Operations group works on our banking and transactions systems that move hundreds of millions of dollars monthly all while managing the vast complexity, integrations and various reporting needs. These systems handle all purchase, payment, draw, and distribution transactions at PeerStreet and are the foundation for both sides of the marketplace.

The Investor Experience group is responsible for creating a world-class experience for our investors, from initial investment to portfolio management.

Each group consists of one or more self-sufficient teams that each include product managers, designers, engineers, quality assurance and data, and each works closely with both our internal stakeholders and our customers to develop innovative solutions.

We're moving fast and transforming real estate finance. Join us if you want to make a huge impact on a very visible commercial product and transform an entire industry.

Key Responsibilities:
Develop and maintain high quality, maintainable dashboards & reports for internal and external stakeholders.
Partner with product managers, engineers and business stakeholders to become a source data expert.
Run ad hoc analyses to answer specific business or product questions that translate into.
Identify and develop methods of using PeerStreet data sets to enable scalable self-service data solutions for stakeholders.
Evangelize our data internally and teach reporting skills to other members of the organization.
Collaborate with a broad range of stakeholders, including the executive team, on translating data insights into smarter decisions and applications.
Requirements:


2+ years experience in data analysis or business intelligence.
Solid understanding of relational databases and data modeling.
Excellent SQL skills.
Excellent communication skills, both written and spoken.
Authorization to work in the United States without sponsorship.
Bonus Points:
Bachelor's degree (or better) in a STEM field
Finance or real estate experience.
Experience with self-service BI systems (Tableau, Sisense, etc)
Experience with managing ETL processes (dbt, Airflow, etc)
PeerStreet is an award-winning software platform for investing in real estate debt, acting as a two-sided marketplace that serves both investors and private lenders. Much like Amazon and Airbnb have aligned buyers and sellers through their marketplace, PeerStreet does the same, connecting investors with unprecedented access to quality real estate investments and lenders with global, diversified capital sources.

We're a private financial technology company backed by Andreessen Horowitz, Thomvest, and Felicis Ventures, among others. Founded in 2013, PeerStreet continues to grow at a rapid pace, and has already funded well over $2 billion in loans through our platform. We strive to ensure our best-in-class company culture grows with us by investing in our employees so they can perform at their best. And we walk the walk, with company equity, unlimited PTO, full health coverage, company-wide celebrations (in and out of the office), and more. So join us at our sunny headquarters in El Segundo, CA, and help us transform the real estate investing industry—forever and for the better.","El Segundo, CA",$55K-$103K (Glassdoor est.),"PeerStreet
4.7","El Segundo, CA",51 to 200 employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
